Accommodation,Agent company name,Country,Course,Course Fee After Scholarships,Course Scholarships Applied,CourseFee,Dependant Children,Dependant Partner,Nationality,Recorded Video Interview,Student Deposit Amount,Uni Deposit Amount,University,age,dataset_year,email_proxy,first_name_proxy,last_name_proxy
,IDP Education,India,MSc in International Business,0.0,0,21250,No,No,Indian,Passed,2046.0,0.0,missing,34.2,2022,email_00072,fname_00031,lname_00298
Arranged - private student accommodation,SI-UK,India,MSc in International Business,0.0,0,21250,No,No,Indian,Passed,2000.0,0.0,missing,23.8,2022,email_00073,fname_00068,lname_00120
,HR Consultants,Pakistan,BSc Business and Management,0.0,0,16300,No,No,Pakistani,Passed,2000.0,0.0,missing,21.0,2022,email_00040,fname_00036,lname_00132
Arranged - private rental,Leverage Edu,India,MSc Engineering Management - Full Time,0.0,0,19150,No,No,Indian,Passed,2000.0,0.0,missing,23.0,2022,email_00142,fname_00136,lname_00170
Arranged - private rental,SI-UK,India,MSc Construction Management and Engineering (including Professional Practice) Full Time,0.0,0,19900,No,No,Indian,Passed,2000.0,0.0,missing,23.0,2022,email_00361,fname_00338,lname_00309
Arranged - private student accommodation,CRIZAC inc. Gateway & UCOL,India,MSc in International Business,0.0,0,21250,No,No,Indian,Passed,21250.0,0.0,missing,25.9,2022,email_00297,fname_00274,lname_00151
,AEC – Abroad Education Consultants,India,MSc in Data Analytics (including Professional Practice),0.0,0,19900,No,No,Indian,Passed,2000.0,0.0,missing,23.9,2022,email_00018,fname_00306,lname_00005
Arranged - staying with family,,Pakistan,MSc Engineering Management - Full Time,0.0,0,19150,No,No,Pakistani,Passed,2000.0,0.0,missing,38.8,2022,email_00022,fname_00016,lname_00196
Not arranged - considering private rental,SI-UK,India,MSc Strategic Digital Marketing,0.0,0,20250,No,No,Indian,Passed,3000.0,0.0,missing,34.3,2022,email_00243,fname_00226,lname_00342
Not arranged - considering private rental,SI-UK,Nigeria,MSc Human Resource Management,0.0,0,21250,No,No,Nigerian,Passed,2000.0,0.0,missing,33.4,2022,email_00036,fname_00034,lname_00229
Arranged - private student accommodation,Study Across Globe,Nigeria,MSc in Pharmaceutical Sciences,0.0,0,19700,No,No,Nigerian,Passed,2000.0,0.0,missing,38.5,2022,email_00230,fname_00219,lname_00207
Arranged - private student accommodation,IDP Education,India,MSc Mechanical Engineering,0.0,0,19150,No,No,Indian,Passed,2000.0,0.0,missing,27.6,2022,email_00116,fname_00265,lname_00095
Not arranged - considering private rental,SI-UK,India,MSc in Strategy and International Business,0.0,0,21250,Yes (1 child),Yes,Indian,Passed,5015.0,0.0,missing,35.2,2022,email_00082,fname_00075,lname_00284
Arranged - private rental,AEC – Abroad Education Consultants,India,MSc in International Business,0.0,0,21250,No,No,Indian,Passed,2000.0,0.0,missing,24.1,2022,email_00200,fname_00182,lname_00107
,,India,MSc in Business and Management,0.0,0,21250,No,No,Indian,Passed,2010.0,0.0,missing,20.0,2022,email_00391,fname_00367,lname_00303
Arranged - private student accommodation,CRIZAC inc. Gateway & UCOL,India,MSc Artificial Intelligence with Business Strategy (including Professional Practice),0.0,0,22750,No,No,Indian,Passed,2000.0,0.0,missing,25.8,2022,email_00266,fname_00313,lname_00239
Arranged - private student accommodation,Oberois Education Link,India,MSc Artificial Intelligence - Full Time,0.0,0,20250,No,No,Indian,Passed,19270.0,0.0,missing,33.8,2022,email_00279,fname_00254,lname_00114
Arranged - private student accommodation,Krishna Consultants,India,MSc Future Vehicle Technologies (including Professional Practice) - Full Time,0.0,0,22750,No,No,Indian,Passed,2000.0,0.0,missing,25.6,2022,email_00412,fname_00157,lname_00338
Arranged - private rental,Leverage Edu,India,MSc in International Accounting and Finance,0.0,0,21250,No,No,Indian,Passed,6120.0,0.0,missing,25.8,2022,email_00181,fname_00167,lname_00001
Not arranged - considering private student accommodation,Krishna Consultants,India,MSc Information Systems & Business Analysis,0.0,0,21250,No,No,Indian,Passed,10850.0,0.0,missing,24.6,2022,email_00065,fname_00061,lname_00317
Arranged - private student accommodation,SI-UK,India,MSc in Supply Chain Management - Full Time,0.0,0,20250,No,No,Indian,Passed,2000.0,0.0,missing,22.5,2022,email_00231,fname_00214,lname_00164
Arranged - private rental,CRIZAC inc. Gateway & UCOL,India,MSc in International Accounting and Finance,0.0,0,21250,No,No,Indian,Passed,14500.0,0.0,missing,22.4,2022,email_00368,fname_00343,lname_00020
Arranged - staying with family,,India,MSc in Stem Cells and Regenerative Medicine - Full Time,0.0,0,19700,No,No,Indian,Passed,2000.0,0.0,missing,24.7,2022,email_00388,fname_00201,lname_00321
Arranged - private student accommodation,SI-UK,India,MSc in Business Analytics,0.0,0,21250,No,No,Indian,Passed,2000.0,0.0,missing,23.8,2022,email_00287,fname_00262,lname_00031
Arranged - private student accommodation,IDP Education,India,MSc Information Systems & Business Analysis,0.0,0,21250,No,No,Indian,Passed,2000.0,0.0,missing,27.5,2022,email_00186,fname_00174,lname_00165
Arranged - private rental,SAMS Global,Bangladesh,MSc Marketing and Strategy,0.0,0,21250,No,No,Bangladeshi,Passed,2000.0,0.0,missing,23.3,2022,email_00063,fname_00059,lname_00013
Arranged - private student accommodation,Envision Overseas,India,MSc Information Systems & Business Analysis,0.0,0,21250,No,No,Indian,Passed,0.0,0.0,missing,24.9,2022,email_00319,fname_00300,lname_00301
Arranged - private student accommodation,GeeBee,India,MSc in Data Analytics (including Professional Practice),0.0,0,19900,No,No,Indian,Passed,2000.0,0.0,missing,22.8,2022,email_00056,fname_00050,lname_00066
,Krishna Consultants,India,MSc in Stem Cells and Regenerative Medicine - Full Time,0.0,0,19700,No,No,Indian,Passed,2000.0,0.0,missing,28.2,2022,email_00324,fname_00375,lname_00048
Arranged - other,GeeBee,India,MSc Artificial Intelligence with Business Strategy- Full Time,0.0,0,20250,No,Yes,Indian,Passed,2002.0,0.0,missing,25.1,2022,email_00277,fname_00269,lname_00106
Arranged - private student accommodation,CRIZAC inc. Gateway & UCOL,India,MSc Strategic Digital Marketing,0.0,0,20250,No,No,Indian,Passed,2000.0,0.0,missing,35.0,2022,email_00061,fname_00055,lname_00077
Arranged - private student accommodation,Leverage Edu,India,MSc in Strategic Marketing Management,0.0,0,21250,No,No,Indian,Passed,2000.0,0.0,missing,25.3,2022,email_00030,fname_00027,lname_00210
Arranged - private student accommodation,,India,MSc in Business and Management,0.0,0,21250,No,No,Indian,Passed,2010.0,0.0,missing,24.9,2022,email_00378,fname_00355,lname_00162
Arranged - private student accommodation,SI-UK,India,MSc in Data Analytics - Full Time,0.0,0,17400,No,No,Indian,Passed,2000.0,0.0,missing,32.5,2022,email_00407,fname_00390,lname_00091
Arranged - private student accommodation,IDP Education,India,MSc Strategic Digital Marketing,0.0,0,20250,No,No,Indian,Passed,2000.0,0.0,missing,23.3,2022,email_00159,fname_00377,lname_00173
Arranged - private student accommodation,Krishna Consultants,India,MSc Artificial Intelligence - Full Time,0.0,0,20250,No,No,Indian,Passed,2000.0,0.0,missing,22.0,2022,email_00401,fname_00380,lname_00012
Arranged - private rental,Edwise,India,MSc in Business and Management,0.0,0,21250,No,No,Indian,Passed,2000.0,0.0,missing,27.6,2022,email_00048,fname_00045,lname_00176
Arranged - private student accommodation,AEC – Abroad Education Consultants,India,Master of Business Administration,0.0,0,28000,No,No,Indian,Passed,2000.0,0.0,missing,28.9,2022,email_00105,fname_00092,lname_00277
,GeeBee,India,MSc in International Business,0.0,0,21250,No,No,Indian,Passed,2000.0,0.0,missing,22.8,2022,email_00147,fname_00140,lname_00303
Arranged - private student accommodation,AECC Global,India,MSc in Business and Management,0.0,0,21250,No,No,Indian,Passed,2000.0,0.0,missing,22.6,2022,email_00421,fname_00398,lname_00115
Arranged - private rental,IDP Education,India,MSc Artificial Intelligence with Business Strategy (including Professional Practice),0.0,0,22750,No,No,Indian,Passed,2000.0,0.0,missing,23.7,2022,email_00068,fname_00064,lname_00023
Arranged - private student accommodation,,Nigeria,MA International Relations and Global Governance,0.0,0,21250,No,Yes,Nigerian,Passed,2000.0,0.0,missing,27.8,2022,email_00261,fname_00241,lname_00204
Arranged - private student accommodation,IDP Education,India,MSc Human Resource Management,0.0,0,21250,No,No,Indian,Passed,2000.0,0.0,missing,20.7,2022,email_00312,fname_00294,lname_00327
Arranged - private rental,IDP Education,India,MSc Engineering Management - Full Time,0.0,0,19150,No,No,Indian,Passed,2000.0,0.0,missing,25.6,2022,email_00341,fname_00322,lname_00161
Arranged - private student accommodation,AEC – Abroad Education Consultants,India,MBChB Medicine,0.0,0,43650,No,No,Indian,Passed,10000.0,0.0,missing,17.9,2022,email_00184,fname_00171,lname_00289
Arranged - private rental,,Iran; Islamic Republic of,MA in Translating for Business and International Institutions Full Time,0.0,0,21250,No,Yes,Iranian,Passed,2000.0,0.0,missing,42.0,2022,email_00118,fname_00293,lname_00096
Arranged - private rental,HR Consultants,Pakistan,MSc in Data Analytics - Full Time,0.0,0,17400,Yes (1 child),Yes,Pakistani,Passed,5500.0,0.0,missing,26.4,2022,email_00029,fname_00205,lname_00155
Arranged - private rental,SI-UK,India,MSc in Business and Management,0.0,0,21250,No,No,Indian,Passed,2000.0,0.0,missing,25.0,2022,email_00014,fname_00012,lname_00335
Arranged - private student accommodation,CRIZAC inc. Gateway & UCOL,India,MSc in Business and Management,0.0,0,21250,No,No,Indian,Passed,2000.0,0.0,missing,22.0,2022,email_00310,fname_00290,lname_00068
Arranged - private student accommodation,GeeBee,India,MSc Artificial Intelligence with Business Strategy (including Professional Practice),0.0,0,22750,No,No,Indian,Passed,2000.0,0.0,missing,26.3,2022,email_00075,fname_00227,lname_00052
Arranged - private student accommodation,IDP Education,India,MSc in Business and Management,0.0,0,21250,No,No,Indian,Passed,2000.0,0.0,missing,21.2,2022,email_00371,fname_00287,lname_00314
Arranged - private student accommodation,CRIZAC inc. Gateway & UCOL,India,MSc Investment Analysis,0.0,0,21250,No,No,Indian,Passed,21250.0,0.0,missing,22.8,2022,email_00183,fname_00170,lname_00333
Arranged - private student accommodation,Krishna Consultants,India,MSc in International Business,0.0,0,21250,No,No,Indian,Passed,2000.0,0.0,missing,24.3,2022,email_00095,fname_00337,lname_00075
,CRIZAC inc. Gateway & UCOL,India,MSc Business Enterprise Development (Full Time),0.0,0,21250,No,No,Indian,Passed,2000.0,0.0,missing,23.7,2022,email_00219,fname_00032,lname_00340
Arranged - private student accommodation,CRIZAC inc. Gateway & UCOL,India,MSc Mechanical Engineering,0.0,0,19150,No,No,Indian,Passed,19260.0,0.0,missing,30.3,2022,email_00404,fname_00383,lname_00248
Arranged - private student accommodation,SI-UK,India,MSc in Supply Chain Management - Full Time,0.0,0,20250,No,No,Indian,Passed,2000.0,0.0,missing,22.2,2022,email_00345,fname_00325,lname_00164
Arranged - private rental,,India,MSc in Business and Management,0.0,0,21250,No,No,Indian,Passed,2010.0,0.0,missing,22.9,2022,email_00246,fname_00229,lname_00162
Arranged - private student accommodation,AECC Global,India,MSc in Business Analytics,0.0,0,21250,No,No,Indian,Passed,2000.0,0.0,missing,21.9,2022,email_00356,fname_00332,lname_00194
Arranged - private student accommodation,Info Edge India,India,MSc in Business and Management,0.0,0,21250,No,No,Indian,Passed,21250.0,0.0,missing,27.0,2022,email_00381,fname_00356,lname_00159
Arranged - private student accommodation,,India,MSc in Business and Management,0.0,0,21250,No,No,Indian,Passed,2010.0,0.0,missing,19.9,2022,email_00301,fname_00278,lname_00303
Arranged - private student accommodation,IDP Education,India,MSc Artificial Intelligence - Full Time,0.0,0,20250,No,No,Indian,Passed,2000.0,0.0,missing,26.0,2022,email_00383,fname_00089,lname_00318
Arranged - private student accommodation,Success Factor,Pakistan,MSc Strategy and Leadership,0.0,0,21250,No,No,Pakistani,Passed,2000.0,0.0,missing,21.9,2022,email_00418,fname_00223,lname_00352
Arranged - private rental,SI-UK,India,MSc in Business and Management,0.0,0,21250,No,No,Indian,Passed,2000.0,0.0,missing,25.3,2022,email_00268,fname_00206,lname_00244
Arranged - private student accommodation,SI-UK,India,MSc Applied Artificial Intelligence (including Professional Practice) - Full Time,0.0,0,22750,No,No,Indian,Passed,18509.0,0.0,missing,26.5,2022,email_00078,fname_00073,lname_00083
Arranged - other,Krishna Consultants,India,MSc in Business and Management,0.0,0,21250,No,No,Indian,Passed,10650.0,0.0,missing,24.2,2022,email_00377,fname_00354,lname_00000
Arranged - private rental,IDP Education,India,MSc Future Vehicle Technologies (including Professional Practice) - Full Time,0.0,0,22750,No,No,Indian,Passed,2000.0,0.0,missing,30.7,2022,email_00110,fname_00099,lname_00303
Arranged - private student accommodation,CRIZAC inc. Gateway & UCOL,India,MSc Future Vehicle Technologies (including Professional Practice) - Full Time,0.0,0,22750,No,No,Indian,Passed,2000.0,0.0,missing,21.9,2022,email_00238,fname_00222,lname_00311
Arranged - private rental,Krishna Consultants,India,MSc in Data Analytics - Full Time,0.0,0,17400,Yes (1 child),Yes,Indian,Passed,2000.0,0.0,missing,29.9,2022,email_00160,fname_00149,lname_00000
Not arranged - unsure,Krishna Consultants,India,MSc Engineering Management - Full Time,0.0,0,19150,No,No,Indian,Passed,9798.0,0.0,missing,24.7,2022,email_00221,fname_00202,lname_00288
Arranged - private student accommodation,CRIZAC inc. Gateway & UCOL,India,MSc Future Vehicle Technologies (including Professional Practice) - Full Time,0.0,0,22750,No,No,Indian,Passed,2000.0,0.0,missing,21.3,2022,email_00251,fname_00236,lname_00032
Not arranged - unsure,Krishna Consultants,India,MSc in Data Analytics - Full Time,0.0,0,17400,No,No,Indian,Passed,9030.0,0.0,missing,27.5,2022,email_00389,fname_00365,lname_00248
Arranged - private rental,Oberois Education Link,India,MSc Artificial Intelligence - Full Time,0.0,0,20250,No,No,Indian,Passed,2000.0,0.0,missing,28.1,2022,email_00300,fname_00278,lname_00162
Arranged - private student accommodation,CRIZAC inc. Gateway & UCOL,India,MSc Computer Science (including Professional Practice),0.0,0,22750,No,No,Indian,Passed,2009.0,0.0,missing,29.3,2022,email_00157,fname_00150,lname_00343
Arranged - private student accommodation,CRIZAC inc. Gateway & UCOL,India,MSc in Data Analytics - Full Time,0.0,0,17400,No,No,Indian,Passed,9868.0,0.0,missing,25.4,2022,email_00112,fname_00103,lname_00111
Arranged - private student accommodation,Info Edge India,India,MSc in International Business,0.0,0,21250,No,No,Indian,Passed,2000.0,0.0,missing,25.6,2022,email_00282,fname_00292,lname_00255
Arranged - private student accommodation,AEC – Abroad Education Consultants,India,Master of Business Administration,0.0,0,28000,No,No,Indian,Passed,2000.0,0.0,missing,27.3,2022,email_00207,fname_00286,lname_00183
Arranged - private rental,Krishna Consultants,India,MSc in Business and Management,0.0,0,21250,No,No,Indian,Passed,10500.0,0.0,missing,22.7,2022,email_00302,fname_00279,lname_00000
Arranged - private student accommodation,NCUK - UK,Algeria,MSc Investment Analysis,0.0,0,21250,No,No,Algerian,Passed,2000.0,0.0,missing,25.1,2022,email_00028,fname_00026,lname_00185
Arranged - private rental,CRIZAC inc. Gateway & UCOL,India,MSc in Supply Chain Management - Full Time,0.0,0,20250,No,No,Indian,Passed,2012.0,0.0,missing,24.8,2022,email_00313,fname_00295,lname_00285
Arranged - staying with family,,India,MSc Computer Science,0.0,0,20250,No,No,Indian,Passed,200250.0,0.0,missing,24.7,2022,email_00172,fname_00142,lname_00000
Arranged - private student accommodation,CRIZAC inc. Gateway & UCOL,India,MSc Applied Artificial Intelligence (including Professional Practice) - Full Time,0.0,0,22750,No,No,Indian,Passed,2000.0,0.0,missing,21.3,2022,email_00307,fname_00249,lname_00144
Arranged - private rental,Kaplan International Colleges,India,MSc in Finance,0.0,0,21250,No,No,Indian,Passed,2000.0,0.0,missing,23.3,2022,email_00012,fname_00009,lname_00179
,AEC – Abroad Education Consultants,India,MSc in Data Analytics - Full Time,0.0,0,17400,No,Yes,Indian,Passed,2000.0,0.0,missing,31.4,2022,email_00422,fname_00399,lname_00000
Arranged - private student accommodation,Leverage Edu,India,MSc in International Business,0.0,0,21250,No,No,Indian,Passed,4877.0,0.0,missing,33.0,2022,email_00299,fname_00277,lname_00119
Arranged - private student accommodation,AEC – Abroad Education Consultants,India,MSc Mechanical Engineering,0.0,0,19150,No,No,Indian,Passed,2000.0,0.0,missing,25.2,2022,email_00335,fname_00397,lname_00283
Arranged - staying with family,Global Opportunities,India,MSc Cognitive and Affective Neuroscience,0.0,0,19700,No,No,Indian,Passed,2000.0,0.0,missing,25.3,2022,email_00041,fname_00037,lname_00192
Arranged - private rental,SAMS Global,Bangladesh,MA in TESOL Full Time,0.0,0,21250,No,No,Bangladeshi,Passed,10000.0,0.0,missing,29.8,2022,email_00400,fname_00379,lname_00060
Arranged - private student accommodation,SI-UK,India,MSc in Business and Management,0.0,0,21250,No,No,Indian,Passed,2000.0,0.0,missing,22.1,2022,email_00094,fname_00315,lname_00074
Arranged - private rental,AECC Global,India,MSc Future Vehicle Technologies (including Professional Practice) - Full Time,0.0,0,22750,No,No,Indian,Passed,2000.0,0.0,missing,22.5,2022,email_00109,fname_00097,lname_00326
Arranged - staying with family,HR Consultants,Pakistan,MSc in International Business,0.0,0,21250,No,Yes,Pakistani,Passed,7990.0,0.0,missing,22.2,2022,email_00026,fname_00124,lname_00166
,M.R. Consultants Pvt. Ltd,Pakistan,MSc in Business Analytics,0.0,0,21250,No,No,Pakistani,Passed,7000.0,0.0,missing,26.0,2022,email_00304,fname_00223,lname_00101
,M.R. Consultants Pvt. Ltd,Pakistan,MSc in Business and Management,0.0,0,21250,No,No,Pakistani,Passed,7000.0,0.0,missing,24.0,2022,email_00085,fname_00078,lname_00294
Arranged - private student accommodation,M.R. Consultants Pvt. Ltd,Pakistan,MSc in Business Analytics,0.0,0,21250,No,No,Pakistani,Passed,7000.0,0.0,missing,25.3,2022,email_00150,fname_00070,lname_00022
Arranged - private student accommodation,AECC Global,India,MSc in Pharmaceutical Sciences,0.0,0,19700,No,No,Indian,Passed,2000.0,0.0,missing,21.8,2022,email_00083,fname_00076,lname_00177
Arranged - private student accommodation,IDP Education,India,Master of Business Administration,0.0,0,28000,No,No,Indian,Passed,2000.0,0.0,missing,31.2,2022,email_00415,fname_00395,lname_00266
Arranged - private student accommodation,AECC Global,India,MSc in Pharmaceutical Sciences,0.0,0,19700,No,No,Indian,Passed,2000.0,0.0,missing,22.5,2022,email_00106,fname_00093,lname_00135
,SI-UK,India,MSc in International Accounting and Finance,0.0,0,21250,No,No,Indian,Passed,2000.0,0.0,missing,27.0,2022,email_00189,fname_00340,lname_00162
Arranged - private rental,IDP Education,India,MSc in Supply Chain Management - Full Time,0.0,0,20250,No,No,Indian,Passed,2000.0,0.0,missing,23.9,2022,email_00331,fname_00347,lname_00281
Arranged - staying with family,IDP Education,India,MSc in Strategic Marketing Management,0.0,0,21250,No,No,Indian,Passed,9625.0,0.0,missing,21.8,2022,email_00328,fname_00051,lname_00282
Not arranged - considering private student accommodation,CRIZAC inc. Gateway & UCOL,India,MSc Applied Artificial Intelligence (including Professional Practice) - Full Time,0.0,0,22750,No,No,Indian,Passed,2000.0,0.0,missing,29.4,2022,email_00010,fname_00006,lname_00168
Not arranged - considering private student accommodation,Edvoy ,India,BSc Business and International Relations,0.0,0,16300,No,No,Indian,Passed,2000.0,0.0,missing,17.9,2022,email_00193,fname_00081,lname_00164
Arranged - private student accommodation,IDP Education,India,MSc Artificial Intelligence with Business Strategy (including Professional Practice),22750.0,0,22750,No,No,Indian,Passed,2000.0,0.0,missing,23.1,2022,email_00001,fname_00172,lname_00209
